Father_node,Child_node,语义关系,发言类型(Child_node)
我妈 肺腺易 瑞沙 月 耐药 184 76 毫克 40 天 右手 小指 麻木 求助,恶心 呕吐 颅压 升高 甘露醇 缓解,0,1
根治性 切除 做手术 消融 肿瘤 确实 压着 气管 影响 呼吸 做,谢谢您 父亲 月 日 做 消融 好多 痛 谢谢您,3,3
生物 免疫治疗 效果 慢 情况 先 控制 病毒 肿瘤 减轻 癌 负荷 身体 虚弱 先 对症 治疗 减轻 痛苦 慢慢 好些 做 长远打算,谢谢您 说 控制 住 肿瘤 关键 发展 太快 治疗 只能 辅助,1,0
检测 T790 突变 用易特 单药 大夫 告诉 T790 耐药 突变 建议 易 特连 4002 9291,易瑞沙 耐药 特罗 凯   4002 9291,2,2
基因 检测 60 盲试 特,特罗 凯 要试,1,2
甲沟炎,记得 我家 老鹳草 试试,0,1
叶酸 吃 化疗 过程 中 平常人 吃 吃 都行 3.5,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
想换 9291 184,04 2992 特 联用 184,1,2
57   求助 急急 急 肝癌 肺转 多吉 美服 三月 无效 肺部 已有 公分 用药 附 报告,靶向 药 建议 做 基因 检测 目标 用药 基因 检测 只能 效果 好的开始 一种 一种 试 想要 靶向 药 控制 实体 瘤 不太可能 幸运 尽量减少 癌 负荷 配合 靶向 药 意见 仅供参考,0,1
扩增 试一试 184 280 克药,抽血 790 阳性 吃 克药,1,2
年龄 病情 进展 慢些 景观 其变 定时 检查 CT 进展 靶向 靶向 停 CT 变化 观察,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
28   爸爸 80 岁 体检 肺癌 放弃 治疗,肿标 转移 考虑一下 伽玛刀 或用 胸腔镜 医生 评估 身体 情况 取 病理 情况 不知 病灶 类型,0,1
日本 质子 治疗 不知 参考 距离,质子 治疗 辐射 最小 放疗 方式 重离子 优于 质子 局部 治疗 方式 国内 在建 重离子 治疗 中心 费用 高 日本 高 德国 费用 估计 地方 费用 差距 日本 德国 早 经验 国内 德国 海德堡 重离子 治疗 中心 先进 优势 有个 旋转 头,3,3
抽血 790 阳性 吃 克药,奇效,3,3
做 穿刺 做个 基因 检测 靶向 治疗 胸腔 积液 输液 太多 不好 先 对症 治疗,医院 做 基因 检测 做 检测 化疗 化疗,1,2
  误诊 肿瘤 标志物 837 指 CEA 癌坯 抗原 误诊 更何况 CT 报告 发现 肿瘤,单做 ECT 确诊 骨转移 骨痛 做 增强 CT 才行 说 确诊 做 病理 基因 检测 做 手术 化疗 吃 靶向 药 进一步 检查 寄希望于 误诊 得知 患 病时 多半 接受 误诊 治疗 延误 病情,3,3
33   妈妈 肺 腺癌 晚期 开帖 妈妈 携手 并进,靶向 控制 控制 骨转移 用易瑞沙,0,1
肺部 多发 伽马刀 医生 好好 评估,分 两次 做 越多 做 伤害 肯定 越大 这是 医生 说,2,2
楼主 家 用药 4002 效果 不好 184 效果 met 扩增 T790m T790m 极少 9291 E 靶点 T790m 9291 效果 不好 群里 阿梁用 4040 脉冲 法 对付 脑转 加倍 服用 易 不服 交替 楼主 借鉴 他家 用药 方法,我家 吃 易 耐药 骨脑 转 昨天 9291 联易 期待,3,3
61   重回 化疗 新 发现 多发 骨转 母亲 肺 鳞癌 骨转移 治疗 帖 --- 愿 爱能 母亲 走,楼主 母亲 不用 靶向 药 化疗 招罪,0,1
谢谢 母亲 沟通 两天 终于 同意 挂 盐水 泪水 流下 难受,挂 盐水 暂时 补充 营养 解决 设法 缩小 病灶,2,2
"免疫组化 检查 肿瘤 样本 做 检查 指导 靶向 药 易 免疫组化 EGFR 肯定 阳性 再验 VEGF HER2 
 做 放疗 骨 转针 止痛 找 骨科医生 拍个 CT X光 骨 扫描 特异性 分辨 骨 转 骨头 毛病 医生 一听 癌症病人 喜欢 毛病 赖到 癌症 头上 
 骨 转针 好几种 google 搜 完 简单 
 CEA 提前 月 病情 敏感 拍 CT","多谢 SEACAT 赐教 免疫组化 检查 做 真要 医院 找 东西 作 报销 掉 我要 医院 打印 一份 
 另骨 转 说 道理 疼 部位 论坛 里 病友 相仿 腰部 刺痛 晚上 比较严重 白天 好些 自已 头上 套 帽子 感觉 要待 进一步 查证 医生 问 多问 几个 医生 等待时间 证明 时间 
 妈 CEA 敏感 敏感 敏感 跟踪 验血 拍 CT 伤害",1,2
谢谢 菲 只能 试,做 基因 检测 论坛 野生型 用特 例子 试药 抓紧 试 没效 没什么,2,2
易瑞沙 月 耐药 后脑 转 爸爸 2017 年 月 仙逝 低价 转 台湾 2992 阿法 替尼 一瓶,想换 9291 184,0,1
"2992 联 BKM120 
 联 XL184",谢谢 cat     打算 2992 联合 诺维 两个 疗程 打压 指标 提议 用药,1,2
41 妈妈 肺 腺癌 四期 骨转移 抗癌 五年 整,"最初 化疗 几次 空窗 进展 很快 再度 化疗 效果 空窗 CMET 克药 副作用 太 184 效果 备用 280 轮换 耐药 几个 未试过 品种 状态 稳定 时 启用 
   9291 首选 21 突变 9291   80MG 先试 这药 可入 脑 预防 脑转 有用   9291 280 合用 用量 减半 
     299804 HER 靶点 有用",0,1
易瑞沙 月 耐药 后脑 转 爸爸 2017 年 月 仙逝 低价 转 台湾 2992 阿法 替尼 一瓶,化疗,0,1
组织 准确率 高,肺部 感染 确实 当成 肿瘤 优先 我家 感染 导致 病情 急转直下 病危 抗感染 咳嗽 痰 消失 疼痛 减轻,1,2
吃 凡德 药 有效率 不高 吃 吃,试药 身体状况 试 无效 糟糕,2,2
58   憨豆 大哥 请 救命 叩谢 叩谢,癌症 确认 谈 治疗 急 冷静 先 穿刺 东西,0,1
基因 检测 突变 靶向 治疗,医生 说 先 化疗 次 靶药 说 有没有 道理,1,2
样本 建议 做 ALK 免疫组化,基因 检测 免疫组化 药敏 ALK 基因 融合 做 ALK 免疫组化,2,2
68   妈妈 情况危急 请 帮忙 主意 谢谢,我妈 去年 头疼 厉害 医生 说 脑膜 转 先上 易 半年 特 服用 特中 怀疑 诊断 去年 头晕 颈项 强直 拍 petct 发现 说 脑部 核磁共振 影像 效果 拍 头部 ct   增强 核磁共振 发现 拿到 华山医院 确诊 脑膜 转移 我妈 记忆力 衰退 换 特罗 凯 听说 入脑 9291 单药 100mg   试试,0,1
特罗 凯试 有用,多天 输 消炎 水   加   特罗 凯   说 感觉 精神 胃口     药 效果,3,3
992 先 加量 你家 状况 至少 先 70 吃 一段时间 稳定 CT 加 减量,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
岁 高龄 手术 不太 合适 恢复期 太 长 风险 太,肿瘤 转移 手术 收益 不错 年纪 点,2,2
听 病友 说 184 干扰 CEA 病人 情况 好转 用满 一个月,"谢谢您 指点 说 三点 最有 翻 老马 4002 统计 贴 4002 无效 9291 例子 
 奇怪的是 妈妈 咳嗽 加重 次数 增多 深 声音 浑浊 按理说 咳嗽 减少 消失 翻 老马 9291 统计 贴 发现 但伴 咳嗽 加重 想 明白 担心 肺部 改变 
 多来 指导 祝 哥哥 治疗 顺利",1,2
肺部 肿瘤 2.6 感觉 微波 治疗   靶向 控制 青岛 做 微波 肺部 全国 几家 感兴趣,效果 一两年 稳定 定期检查 就行了,3,3
骨转移 做手术 建议 找 几个 医院 咨询,建议 手术 妈妈 年纪 病理 检查 再行 化疗 靶向,1,2
预防 甲沟炎 修剪 指甲 不让 长进 肉里 红肿 用温 水泡 软 忍痛 修剪 脓 挤 净 抹 百多 帮 修剪 关键 痛 及时处理 找 修脚 师傅 拔甲 麻药,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
CEA 敏感 月 做 CT 检查 意外 吃 一个月 凡德 吃 一个月 2992 吃 一个月 T 药 吃易瑞沙 易 吃 月 一轮 换药 淘汰 特罗 凯,奇效,3,3
92   EGFR 突变 免疫组化 表达 腹膜 转移 肠 胀气 求 解决 胀气 方案,vgfr 表达 意义 alk 罗氏 IHC 方法 fish 方法 alk 阳性 克药,0,1
PD1 唯一 希望   质子 放疗 折腾,身体 状态 PD1 受益 憨叔 建议,2,2
"家 基因 检测 盲试 易瑞沙 易 一年 当做 EGFR 突变 易 耐药 后换 2992 
 你家 2992 多大 量 关键 
 你家 一个月 2992 提到 CEA 19.02 17.8 你家 CEA 敏感 CT 影像 检查 2992 效果 办法 判断 或者说 影像 缩小 肿瘤 
 靶向 试药 第一个 月 CT 影像 检查 
 2992 你家 副作用 
 说 才行",谢谢 草船 第一次 发帖 儿子 不太会 电脑 打个 字 老半天 儿子 身边 19 21 突变 15 天前 CT 胸部 锁骨 淋巴 照出来 用于 易赠 药 CEA 敏感 每次 服易 时 23 降到 换 2992 时 19.02 17.81 2992 量 75MG 装药 时 感觉 潮 筛子 结晶 不知 影响 疗效 我要 加到 80MG 麻烦,1,2
我妈 肺腺易 瑞沙 月 耐药 184 76 毫克 40 天 右手 小指 麻木 求助,可试 特罗 凯 2992,0,1
反正 鳞癌 吉西 滨 紫杉醇 化疗 不行 铂 类 药太伤 身体 我爸 身体 很瘦 基因 未 突变 盲试 特罗 凯 至少 受 那苦 建议 学习 抽时间 做 笔记 相互 努力,基因 突变 盲试 特罗 凯 癌胚抗原 41 下降 28.55,3,3
"化疗 CEA 下降 幅度 很小 扭转 第一周 趋势 记得 憨叔 篇 帖子 讲 住 发展 一种 
 
 加油",感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
21   26 月 艰辛 抗癌 路 妈妈 安详 离开,锶 89 谨慎 我家 人用 论坛 里   总体 效果 很差 白血球 下降 厉害,0,1
选择 买 赠特       价格便宜 很多很多,肺 区分 部 置顶 处有 一栏 转药 帖子 QQ 转药,1,2
中医 蒜 刺激性 食物 鲫鱼 发物 咳嗽 好处 建议 吃,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
19 位有 突变 试试 易瑞沙,用易 瑞沙到 耐药 一段 美好 日子 耐药 靶向 药来 扭转局势 靶向 药 有易瑞沙 效果 不得而知 风险,1,2
"尽人事听 天命 放弃 
 缓解 母亲 情绪 问一问 医生 可不可以   帕罗西 汀",一个月 前 做 胃镜 说 放 支架 妈妈 淋巴 肿大 食管 压 连水 下不去 气管 压 留 一点 地方 喘得 厉害 本来 想放个 最细 胃流 导管 吃 流质 纠结 半天 放 担心   胃镜 镜头 食管 25cm 30cm 地方 实在 下不去 胃流 导管 盲 插 难度 更大 痛苦 半天 放不下   放下 淋巴 压迫 食管 气管 地方 连在一起 空间 食管 有个 管子 气管 进一步 压迫 采用 静脉 补液,2,2
吃 叶酸,这是 典型 诱导 猎杀 吃 靶向 药 吃 叶酸 祈祷 作用 1.5,2,2
57   求助 急急 急 肝癌 肺转 多吉 美服 三月 无效 肺部 已有 公分 用药 附 报告,当初 肺部 治疗 治疗 并发症 导致 治疗 控制 不住 最终 导致 当初 肿瘤 多大 呼吸困难,0,4
寅时   点至 点   肺经旺 段 人体 血液 精华 肺脏 肝 贮藏 新鲜血液 输送 百脉 迎接 新 到来 肺部 病变 凌晨,吃药 时间 调整 上午 下午 点先 改善 睡眠 试试,1,2
CT 进展 换 2992 4002 靶向 一代 二代 一下子 夸到 三代 生存期,妈妈 4002 联特 服用 查 CEA,3,3
一步 建议 建议 阿西 替尼 毫克 X2 次 天,992 打击 Her2 靶点 效果,3,2
变化 加量 不失 一种 办法 有人 好几个 月 一月 后要 记得 复查,992 打击 Her2 靶点 效果,3,2
  肝内 胆管 CA 术后 10 月 复发 记录 靶向 治疗,验血 效果,0,1
索坦 无效 肝部 病灶 控制 不错 肺部 增多 增大 求 粒子 植入 技术 医院 医生,吃 靶向 药 控制 多吉 美 不行 索坦 瑞格 非尼,0,1
01   pd1 失败 急寻 靶向 药 救命 盼 憨 叔 好梦成 真 指导,建议 楼主   http mp weixin qq com __ biz     13b4deca7a07c72e rd   链接 第四 试 184 184 特罗 凯 论坛 里 找找看 有没有 类似 情况 例子 用药,0,1
基因突变 盲试 易瑞沙 特罗 凯 突变 两 同一个 靶点,突变 再试 靶向 药是,2,2
貌似 联合 药,尝试   联合 用药,1,2
更年期 症状,更年期 吃 谷维素 试试 副作用 很小,1,2
  C 蛋白 持续 高位 肺部 抗感染 治疗 任重道远 节后 住院 新一轮 抗感染 治疗,肺部 炎症 找 呼吸科 大夫 治疗 找 肿瘤科 大夫,0,1
靶向 治疗 治疗 发展 很快,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
力康霜试,谢谢 指点 听 名字 药膏 擦 头上 暂时 合适 头上 疹子 头发 药膏 疹子 结痂 药膏 头发 糊 结成 洗头 洗不掉 先 合适 药水 水剂 先 疹子 结痂 去掉 一步 药,2,2
多发 加癌 栓 原发 病灶 多大 樊 院长 治疗 意见 放疗 先 多吉 美 未 临床 只能 看运气 机会,试试 多吉 美 祝福,1,2
阳气     吃点 褪黑素,谷维素 维生素 B12 两天,3,2
吃 靶向 药 抑制 增加 体力 越来越 差 活动 营养,"明白 
 医院 想 在家 吃药 化疗 
 医院 做 检查 做 治疗 住院 
 医院 拒绝 感觉 真的 绝望 心酸 
 有个 想法 只能 定期 中山医科大学 肿瘤医院 定期 门诊 做 检查 验血 吃药 进展",1,2
我家 检测 算是 2014 年 10 月 17 日 2014 年 月 确诊 时 颈部 淋巴结 病理 白片 广州 益善 公司 基因 检测 egfr18192021 野生型 2014 年 月 上海 泛亚 公司 检测 ALK 检测 阴性 2014 年 月 广州 益善 公司 VEGFR1mRNA   78.7%   高 表达 VEGFR2mRNA   73.5%   中偏 高 表达 VEGFR3mRNA   70.6%   中偏 高 表达 KRASE2E3   野生型 ROS1 基因 重排 HER2 基因 拷贝数 1.0 CMET 基因 扩增 2014 年 11 月 11 日 华大 医学 华大基因 外周血 检测 化疗 药物 靶向 药物 检测 FLCN 基因 s240 突变 提示 mTOR 抑制剂 如依维莫司 西罗 莫司 西罗 莫司 敏感 CDKN2A 基因 失活 突变 提示 CDK4 抑制剂 Palbociclib   LEE011 LY2835219 敏感 化疗 药物 敏感性 高 毒副作用 风险 低 药物 紫杉醇 多西 紫杉醇 伊立 替康 卡培 滨 氟尿嘧啶 嘌呤 类化合物 嘌呤 类似物 化疗 药物 敏感性 低 毒副作用 风险 高 药物 蒽环类 氨甲蝶呤 2014 年 11 月 14 日 第六 周期 化疗 情况 2014 年 11 月 21 日 凯美纳 中 2012 年 12 月 17 日 住院 复查 稳定 凯中,肺部 感染 确实 当成 肿瘤 优先 我家 感染 导致 病情 急转直下 病危 抗感染 咳嗽 痰 消失 疼痛 减轻,1,2
"月 18 日   單藥 184   100mg     天 
 
 月 25 日   疼痛 難忍 临时 開始 足量 多吉 美 184   100mg   嘗試","疼痛 是否是 转移 部位 疼痛 疼痛 减量 80mg 60mg 试试 
 
 100mg 184 多吉 美 足量 联用 出血 血栓 风险 大赠 不妥",2,2
01   我愿用 幸运 换 生命 延长 ----- 父亲 肺 鳞癌 骨转移,试下 特罗 凯 表哥 肺 鳞癌 肝 转移 试易瑞沙 无效 后换 特罗 凯 去年 月 特罗 凯 效果 不错,0,1
建议 先 特罗 凯   盲吃 一个月,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
建议 EGFT     TKI 药 轮换 轮换 804 药 用过 耐药 回 提前 耐药 间隔 开 间隔 尝试 V 靶点 药 轮换,804 一个月   月 15 日 月 15 日 满心欢喜 查 CEA 7.91 11.98 人蒙掉 请教 江湖,2,2
试 特罗 凯,补充 试 特罗 凯 犹豫 试试 有空 窗期 化疗 基因 还会 改变,1,2
基因 检测 阴性 靶向 成功 要试 灰心 试到 有用 赚 化疗 太 痛苦 化疗 几次 走 靶向 化疗 身体,试 靶向 药物 买 一轮 试 基因 检测 那法 听说 谱 跑 好几趟 病例 科了 主任 说 靶点 你试 想 丫 掐死,2,2
"下午   
 凡德 阿西 远不止 升 第一步 吃易 吃 耐药 第二步 回到 易 无效 用易 耐药 EGFR 抑制 方案 4002 易 9291 280 易 CMET 扩增","下午     
 您好   十万分 感谢 憨叔 前来 相助 楼 表格 疏忽 第二次 吃 回易瑞沙 状况 出入 月 17 号 吃 没去 做验 CEA   CEA104.85 吃 阿西 21 天后 改回来 请 憨豆 叔 排忧解难 十 万分感激",1,2
认同 观点 家人 说 反复 提醒 身边 父母 最终 找 肿瘤 医生,白蛋白 太低 注射 白蛋白,3,3
靶向 药 肝功 不好 阿西 楼主 宝宝 身体,靶向 药 论坛 研究 靶向 药 晚期 医院 拒收 吃 上药 控制 住 效果,1,2
对症 支持 包括 输血 预防 心肺 衰竭 顶过 一波 较大 好转 条件 经济基础 转 icu icu 对症 支持 特权,输血 白蛋白 实在 医院 拒绝 输血,3,3
01   我愿用 幸运 换 生命 延长 ----- 父亲 肺 鳞癌 骨转移,"昨天 差点 冲动 老马 建议 试特 说 野生 不好 推荐 经验 病友 建议 
 庆幸 观点 说 E 野生 met 扩增 所致 想 试试 特联 280 打击 期待 
 北京 蜡块 做 检测 后天 快递 寄 做 检测 期待 突变 
 爸爸 同意 只能 特罗 凯 上市 靶向 药找 突破 期待",0,1
憨叔 有幸 肝癌 年 复发 大面积 弥散 门脉 癌栓 吐血 腹水,PD1 唯一 希望   质子 放疗 折腾,0,1
索坦 无效 肝部 病灶 控制 不错 肺部 增多 增大 求 粒子 植入 技术 医院 医生,步 介入 加 869 184 试下,0,1
炎症 重视,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
身体 耐受 建议 放疗 单个 病灶 做 定向 放疗 效果 不错,放疗     吃易     找 医生     别全 脑放,1,2
关键 方法 做 基因 检测 方法 做 检测 区别 很大 误差 很大,穿刺 活检 部位 影响 检测 活检 部位 肺部 原发灶 阳性 概率 高些 活检 穿刺 部位 远处 转移 灶 阳性 概率 低,3,3
肺 腺癌 IV 期 EGFR19 突变 11 月 妈妈 走,CEA 低位 空窗 上到 吃药 可先试 凡德,0,1
做 ALK 检测 用药 做,楼主 爸爸 试试 2992 医生 推荐 爸爸 2992 临床 报告,1,2
14   39 岁 肺 粘液腺癌 ALK 阳性 空窗 转克唑 替尼,同岁 先 化疗 手术 手术 效果,0,1
做 穿刺 做个 基因 检测 靶向 治疗 胸腔 积液 输液 太多 不好 先 对症 治疗,老人 年纪 做做 检测 基因 一步 选择 方案 做好,1,2
先 化疗 两次   效果 稳定 进展 换易瑞沙 特罗 凯,01404018 化 次 化疗 呕吐 厉害 难受 做太多 化疗,2,2
爸爸 低 分化 肺 腺癌 基因突变 记录 治疗 过程,V 靶点 表达 高 V 靶点 药 高手,0,1
扩增 易 2992 联 184,家 情况 雷同 易瑞沙 月 月 骨痛 感觉 易瑞沙 威力 易瑞沙 280,1,2
差钱 做 PET CT 胸水 肯定,PET 七八千 楼主 像是 闲钱,2,2
63   求助   爸爸 肺癌 转移   现 压迫 气管   呼吸困难,尝试 靶向,0,1
脑转 肝转 试 阿西 中 家父 过世 此贴 终结,父亲 参加 抗癌 气功 培训班 学习 礼拜 郭林 气功,0,1
