Father_node,Child_node,语义关系,发言类型(Child_node)
我认为，肺部如果能做局部治疗且有意义的话，尽量让专家给出方案，局部治疗一下，想用靶向药或者其它的药物控制肺部的进展，可能性非常小，不管肝部还是肺部，我觉得尽量争取局部先消灭病灶，当然不能治疗过度。,跟我父亲的很像，父亲吃多吉美无效，肺部无法控制，你母亲这种情况不能忽略肺部问题，我父亲最终呼吸衰竭，肺要了他的命，不能轻视肺转,1,2
pd1....这等神药也用上了，不过似乎连续要用个几个月才能看到效果的,pd1都是4～6次做评估，一次说明不了问题吧,1,2
可以在百度上了解一下褪黑素，每天睡前一粒挺简单的。,阳气不足  吃点褪黑素,1,2
36 母亲的抗癌记事-自2013年端午节开始 各种靶向使用记录至今两年半 向着小癌冲刺,如果CT明显进展你可以换2992或4002，因为我认为靶向要一代后二代，不要一下子夸到三代。对生存期有帮助。,0,1
我斗胆回答下，根据我上舞坛一月如饥似渴的学习，egfr是阳性，vegf不敏感，her2阳性，可用耙点为egfr的特为先锋，2992为中军，易瑞莎侧翼接应，凡德阿西徉攻，299804为预备队，xl184机动驰援，wz2004绝地反攻。这是一场持久战。,谢谢您的帮助！我父亲4月8日做了消融，现在好多了，不那样痛了。谢谢您了！,3,3
想特罗凯试试，不知可行否？请各路大侠指教,我准备吃凡德了，这种药，有效率不高，吃吃看,0,1
特罗凯试下。可能有用。,特罗凯赶紧吃上。特罗凯如果有效，会很快能感觉到明显效果。,1,2
15 吃91效果不错，那以后吃什么,貌似可以联合给药吧,0,1
胆管癌真的得自救了吗,灌注用吉西他滨，也算是局部化疗，代价就是有可能造成转移。肿瘤的任何治疗，包括有效的治疗也会有代价。据我的经验化疗和靶向对于胆管癌其实有效率差不多，都是20%到30%，只是化疗开展的普遍，医生有数据可以参考，主要考虑的还是副作用。,0,1
"184并不是骨转药，有V线药的作用，还有CMET，ROS1等靶点。
看来9291加184比较稳定，二点考虑： 1.如之前9291单药的效果差不多，就可以单药。2. 也可以换成9291+280， 这样就能确定是否有CMET，280比184打CMET要强，但单纯靶点。一试就知是否有CMET。","甲亢已基本控制住，这几天头也不痛了。今天查CEA,升到了25.68，CT显示和3月8日一样。9291还有2天才到，而2992看来已耐药，只稳定了两个半月。明天是否空窗等9291？还是上4002？拿不定主意。谢谢传理。",1,2
消毒后撒云南白药粉。,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
吃特时最好同时吃上辅酶Q10、水飞蓟滨以保护心脏和肝脏,"这两个药店有售。你在南京，南京一般药店都有买。
你也可以从淘宝买美国GNC的辅酶q10以及蓝瓶护肝或者奶蓟。我家这些都用过。效果都还不错。
另外，你爸爸刚化疗后身体虚，可以买些蛋白质粉给他吃吃。可以买安利的，也可以买GNC的，也可以买安素的。",3,3
79 手术 还是 保守治疗？？？？？？？ 我快 支持不住了？？,"如果条件有限就直接买个靶向吃了有效果就可以，不行就是没有突变吧
不过还是做了最好，以后能少走很多弯路",0,1
. 是否误诊：肿瘤标志物837，是指CEA(癌坯抗原）吗？如果是的话，应该不是误诊，更何况CT报告已经发现肿瘤。,"骨转移：ECT脑转移：MRI内脏转移：CT,增强CT等这些手段即可确认。还有PETCT也可以确认。",3,3
严重甲沟炎怎么办,马应龙八宝眼膏,0,1
我妈肺腺易瑞沙8个月耐药，184，76毫克用40天，现在右手小指麻木，求助！,恶心、呕吐是颅压升高引起的，甘露醇可以缓解。,0,1
如果不能进行根治性切除，那就不要做手术。消融，如果肿瘤确实压着气管影响呼吸，这可以考虑做。,谢谢您的帮助！我父亲4月8日做了消融，现在好多了，不那样痛了。谢谢您了！,3,3
生物免疫治疗的效果慢，目前的情况还是要先控制病毒和肿瘤，尽量减轻癌负荷，身体这么虚弱先对症治疗，减轻痛苦，慢慢好些再做长远打算。,谢谢您，像您说的，现在控制住肿瘤是关键，发展太快，其他的治疗只能是辅助的,1,0
都检测到T790突变了，还用易特单药，大夫都没告诉你T790是耐药突变吗？建议易或特连4002，或者上9291。,易瑞沙耐药了就不应该上特罗凯了吧? 4002或者9291吧,2,2
基因检测60％，盲试特,特罗凯还是要试的,1,2
严重甲沟炎怎么办,我记得我家用的是老鹳草，您可以试试。,0,1
叶酸今天就能吃，注意化疗过程中每天一片，这个平常人也可以吃，所以什么时候吃都行+3.5,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
想换9291+184,04\2992\特或者联用184,1,2
57 求助！急急急！肝癌肺转，多吉美服三月无效，肺部已有5公分，接下来怎么用药，附报告,靶向药没有什么建议，能做基因检测的话，最好，可以有目标的用药。没有基因检测，只能从大家效果比较好的开始一种一种的试，想要依靠靶向药控制实体瘤，我认为是不太可能（个别幸运的除外），所以，尽量减少癌负荷，然后再配合靶向药。个人意见，仅供参考。,0,1
会不会是扩增？试一试184或280或者克药,可以抽血看790是否为阳性，如不是就吃克药,1,2
】年龄大，病情进展应该会相对慢些，我觉得可以景观其变，定时检查CT，如果出现进展较快就立即靶向，因为靶向一开始就不能停的，所以如果CT没变化我觉得可以观察。4+2,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
28 爸爸80岁，体检肺癌，准备放弃治疗了,肿标怎么样？如果现在没有转移，是可以考虑一下伽玛刀或用胸腔镜，这个需要医生的评估身体的情况，现在没有取病理的情况下，还不知到病灶的类型！,0,1
日本所谓的质子治疗不知如何，也可作为参考，能实现的话距离比较近。,质子治疗也是辐射最小的放疗方式。重离子优于质子。都是很好的局部治疗方式。国内在建的2个重离子治疗中心费用都很高，日本的也比较高，德国的费用不确定。估计这3个地方的费用差距不大。但日本、德国开展得早，经验要比国内丰富得多。德国海德堡的重离子治疗中心应该是最先进的，比较明显的优势在于有个旋转头。,3,3
可以抽血看790是否为阳性，如不是就吃克药,有效，而且是奇效,3,3
都做过穿刺了，应该做个基因检测，出结果后看是否可以靶向治疗，现在胸腔积液，输液太多也不好，可以先对症治疗。,还是去医院吧，该做基因检测做检测，该化疗化疗。,1,2
. 是否误诊：肿瘤标志物837，是指CEA(癌坯抗原）吗？如果是的话，应该不是误诊，更何况CT报告已经发现肿瘤。,单做ECT恐怕还不能确诊骨转移，还得针对骨痛部分做增强CT才行，你说已经确诊，那么可能这些都做过了吧？另外，病理和基因检测做了没有？如果不手术，就只有化疗或吃靶向药，进一步检查是必要的。不要寄希望于是误诊，得知患这个病时开始多半不能接受，往往以为是误诊，不积极治疗，反而延误病情。,3,3
33 妈妈肺腺癌晚期，今天开帖，与妈妈携手并进,靶向可以控制的话，也能控制骨转移。现在可以考虑用易瑞沙。,0,1
肺部多发用伽马刀处理的话，要医生好好评估了,可以分两次做，但是越多做下去伤害肯定越大，这是医生说的,2,2
看楼主家的用药，4002效果不好，184效果好，应该是c-met扩增，没有T790m或者T790m极少。由于9291针对E靶点和T790m，所以9291效果也不好。在群里看到阿梁用4040脉冲法对付脑转，就是一天加倍服用易，一天不服，如此交替，楼主可以借鉴他家的用药方法。,我家也是吃易耐药，骨脑转。昨天上9291联易期待有效,3,3
61 重回化疗，新发现多发骨转，母亲肺鳞癌骨转移治疗帖---愿我的爱能让母亲一直走...,楼主母亲为何不用靶向药啊？化疗那么多不招罪吗？,0,1
谢谢大家，和母亲沟通了两天终于同意再挂盐水了。泪水流下，不知道是高兴还是难受！,挂盐水只是暂时补充营养，没解决根本问题，还必须设法赶快缩小病灶才好。,2,2
"免疫组化检查是用你取得的肿瘤样本做的检查，指导靶向药的使用，易有效，免疫组化EGFR肯定阳性。你要再验VEGF、HER2。
做了放疗和打了骨转针都不能止痛的话，你最好还是找骨科医生看看，拍个CT或者X光，骨扫描根本没有特异性，分辨不了是骨转还是其他骨头的毛病。你要知道那些医生一听你是癌症病人就喜欢把毛病赖到癌症的头上。
骨转针有好几种，自己用google搜一下不就完了嘛，多简单。
CEA能提前1、2个月反映病情，如果敏感当然好过去拍CT。","多谢SEACAT赐教，那个免疫组化检查多数没做过的，真要到以前医院找一下了！很多东西都作报销用掉了！我要去医院再打印一份了！
另骨转的问题觉得你说得很有道理，可能疼的部位和论坛里许多病友相仿，腰部是刺痛，而且晚上比较严重，白天好些，有点自己往自已头上套帽子的感觉，要待进一步查证了，问题是医生都说明不了的问题我该去问谁呢，多问几个医生还是等待时间证明，问题是没那么多时间等啊！
接下来要看下我妈CEA敏感不敏感了，如果敏感的话也要跟踪了，那个验血就可以了吧，比拍CT伤害小吧？",1,2
谢谢菲。只能继续试了,没做基因检测。论坛也有野生型用特有效的例子。现在能试药还是抓紧试。没效也没什么，有效就不一样了。,2,2
"易瑞沙4个月耐药后脑转,怎么办?爸爸2017年7月仙逝，低价转台湾2992阿法替尼一瓶",想换9291+184,0,1
"2992联BKM120
又或者联XL184",非常谢谢cat ， 我们打算2992联合诺维本再用两个疗程打压一下指标后，根据你的提议来用药看看,1,2
41妈妈肺腺癌四期骨转移，抗癌五年整,"最初化疗几次空窗后都进展很快，好在再度化疗后效果很好。以后不能再空窗了。CMET克药副作用太大，184效果很好，备用的280也可考虑。轮换用以免耐药。几个未试过的品种可以在状态稳定时启用：
1. 9291作为首选，毕竟有21突变，可以考虑9291 80MG先试。这药可入脑，还可对预防脑转有用。 如为了保险可以9291+280这种合用，用量各减半。
2.  299804可以考虑，有HER-2靶点，可能也会有用。",0,1
